_id,periodo,ID_SR,denominazione,tipologia,categoria,totale_unita,totale_bagni,totale_letti,indirizzo,frazione,cap,codice_istat_comune,comune,provincia,latitudine,longitudine,telefono,fax,sitoweb,email,periodi,servizi_generali,servizi_camera,prezzo_alta_stagione_o_unica,prezzo_bassa_stagione,foto1,foto2,foto3,foto4,foto5
3189,2015,8228,LE MORE,Alloggi agrituristici,,2,2,10,VIA PROVINCIALE PER CASTRO CITT?  s.n.,vignacastrisi,73030,75056,ORTELLE,Lecce,,,0836 920694,,,casciaropierluigi@libero.it,,Ristorante-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Angolo cottura,,,,,,,
3190,2015,13132,LE MURGE DEL SALENTO,Bed & breakfast,,4,4,10,VIA PUGLIA  15,,73020,75091,UGGIANO LA CHIESA,Lecce,,,3472400760,,www.lemurgedelsalento.it,info@lemurgedelsalento.it,01/01/2015-31/10/2015#01/12/2015-31/12/2015,Reception 24h-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Cassaforte / cassetta di sicurezza-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-tripla-bagno-persona (75-90)#doppia-uso-singola (50-75)#supplemento-vista-panoramica (60-100)#camera-tripla-bagno-persona (75-90)#doppia-uso-singola (50-75)#supplemento-vista-panoramica (60-100),camera-tripla-bagno-persona (50-75)#camera-tripla-bagno-persona (50-75),,,,,
3191,2015,3685,LE MUSE,Alberghi,3 stelle,12,12,24,PROV.LE CARPIGNANO -CURSI  s.n.,,73020,75015,CARPIGNANO SALENTINO,Lecce,40.18329227295488,18.333172860791024,0836-580001,,www.hotellemuse.it,zamingaroberto@libero.it,01/01/2015-31/12/2015,Ristorante-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv,camera-doppia-bagno (90-110)#doppia-uso-singola (90-110)#mezza-pensione-bagno (60-125)#pasto-cena (15-20)#pasto-pranzo (15-20)#pensione-completa-bagno (75-140),camera-doppia-bagno (50-70)#doppia-uso-singola (40-60)#mezza-pensione-bagno (40-85)#pensione-completa-bagno (55-100),,,,,
3192,2015,11312,LE MUSE,Bed & breakfast,,4,3,10,,,,75075,SOGLIANO CAVOUR,Lecce,,,0836/543431,,,,,,,,,,,,,
3193,2015,13823,LE NEREIDI,Bed & breakfast,,4,4,8,VIA VALENTINO  12,,76016,110005,MARGHERITA DI SAVOIA,Barletta-Andria-Trani,41.37789,16.14789799999994,0883.651916,0883651916,WWW.lenereidibeb.it,info@lenereidibeb.it,06/04/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia-bagno-persona (35-45)#doppia-uso-singola (25-35),camera-doppia-bagno-persona (25-35),http://www.agenziapugliapromozione.it/portal/documents/ddl/871842/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/871842/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/871842/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/871842/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/871842/fileFoto5
3194,2015,15476,LE NICCHIE B&B,Bed & breakfast,,2,2,4,VIA CORTE LASCIA FARE A DIO  3,ba,70122,72006,BARI,Bari,41.127525185881815,16.867424397453306,3388481139,,www.lenicchie.it,pierzanetti@libero.it,18/06/2015-31/10/2015#02/12/2015-31/12/2015,Cassaforte / cassette di sicurezza-Cucina in uso comune-Bagno privato-Sala lettura,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Riscaldamento-Telefono,camera-doppia-bagno (50-100)#doppia-uso-singola (25-60),camera-doppia-bagno (50-100),,,,,
3195,2015,14440,LE NICCHIE GUEST HOUSE,Affittacamere,,6,6,13,CONTRADA PAMPANELLE  5,,71036,71028,LUCERA,Foggia,41.495880197017506,15.36970210000004,3297859102,,www.guesthouselucera.it,info@guesthouselucera.it,01/01/2015-31/12/2015,Ascensore-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione bevande-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (90-195)#camera-tripla-bagno (145-145)#mezza-pensione-bagno (130-235)#supplemento-posto-letto-agg (30-55),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0)#mezza-pensione-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/925567/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/925567/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/925567/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/925567/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/925567/fileFoto5
3196,2015,14994,LE ORCHIDEE,Villaggi turistici,2 stelle,34,34,210,STRADA PROVINCIALE N. 52 (VIESTE/PESCHICI) KM. 6  S.N.C.,,71019,71060,VIESTE,Foggia,41.8824764,16.176748900000007,0884-708256,0884701556,www.leorchidee.it,info@leorchidee.it,15/05/2015-20/09/2015,Bar-Camere fumatori-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Angolo cottura,supplemento-pulizia-bilocale (35-50)#supplemento-pulizia-monolocale (35-50)#ua-bilocale (34-239)#ua-monolocale (29-189),ua-bilocale (26-129)#ua-monolocale (24-89),http://www.agenziapugliapromozione.it/portal/documents/ddl/917152/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/917152/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/917152/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/917152/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/917152/fileFoto5
3197,2015,8352,LE OZZE,Bed & breakfast,,3,2,6,VIA DANTE ALIGHIERI  35,,73046,75044,MELISSANO,Lecce,,,0833/581190,,www.leozze.it,info@leozze.it,01/01/2015-05/01/2015#06/01/2015-10/01/2015#16/03/2015-29/09/2015#01/11/2015-31/12/2015,Reception 24h-Sala Tv,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento,camera-doppia (30-100)#camera-doppia-persona (15-40)#camera-singola (15-50)#camera-tripla-persona (10-35),camera-doppia (30-70)#camera-doppia-persona (15-35)#camera-singola (15-35)#camera-tripla-persona (10-30),,,,,
3198,2015,12280,LE PAIARE DI DONNA RITA,Bed & breakfast,,3,4,8,VIA NEPOLE  17/19,,73040,75050,MORCIANO DI LEUCA,Lecce,,,0833/1939178,,,info@salentopaiare.it,,Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,,,,,,,
3199,2015,2475,LE PAJARE,Alberghi,4 stelle,10,10,24,VIA PROV.LE PRESICCE - LIDO MARINI    s.n.,,73054,75062,PRESICCE,Lecce,39.866334950023635,18.21460247039795,0833-711376,,www.lepajare.it,info@lepajare.it,,Deposito bagagli-Ristorante-Bar-Punto ristoro-Reception 24h-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Insonorizzazione-Frigobar-Riscaldamento-Telefono,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/998695/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/998695/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/998695/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/998695/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/998695/fileFoto5
3200,2015,13648,LE PALME,Bed & breakfast,,3,2,9,VIA GIUSEPPE MASI  2,,70023,72021,GIOIA DEL COLLE,Bari,,,,,,beblepalme@hotmail.it,23/01/2015-10/03/2015#31/03/2015-01/06/2015#17/06/2015-01/10/2015#21/10/2015-10/11/2015#30/11/2015-31/12/2015,Reception 24h-Deposito bagagli-Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-persona (20-25)#camera-quadrupla-persona (20-25)#camera-tripla-persona (20-25)#doppia-uso-singola (25-30),camera-doppia-persona (20-25)#camera-quadrupla-persona (20-25)#camera-tripla-persona (20-25),,,,,
3251,2015,4631,LE VEDUTE,Alloggi agrituristici,,20,20,22,S.P. 23 - KM 9  00,,76011,110003,BISCEGLIE,Barletta-Andria-Trani,41.16792829818269,16.48472785949707,3497730186,1786099579,www.agriturismolevedute.it,info@levedute.it,01/01/2015-31/12/2015,Ristorante-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (80-80)#camera-singola-bagno (50-50)#mezza-pensione-bagno (62-62),camera-doppia-bagno (72-72)#camera-singola-bagno (45-45)#mezza-pensione-bagno (58-58),http://www.agenziapugliapromozione.it/portal/documents/ddl/600246/fileFoto1,,,,
3201,2015,13661,LE PALME,Bed & breakfast,,3,3,6,LUNGOMARE CRISTOFORO COLOMBO  20,,76125,110009,TRANI,Barletta-Andria-Trani,,,,,,filippocentrone@libero.it,30/03/2015-30/09/2015,Bagno privato-Sala Tv-Somministrazione bevande-Somministrazione alimenti,Riscaldamento indipendente-Tv,camera-doppia-bagno (60-60)#doppia-uso-singola (40-40),camera-doppia-bagno (60-60),,,,,
3202,2015,1807,LE PARISIEN AFFITTACAMERE,Affittacamere,,6,6,12,,,,74015,SAN PANCRAZIO SALENTINO,Brindisi,,,0831 666324,,,dalegari@tin.it,,,,,,,,,,
3203,2015,15710,LE PLEADI,Affittacamere,,2,2,4,VIA TOTA  28 - 30,,76123,110001,ANDRIA,Barletta-Andria-Trani,41.2256404,16.297309400000017,3683334294,,,lepleadi@gmail.com,02/09/2015-31/12/2015,Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia-bagno (40-70)#camera-doppia-bagno-2 (40-70),camera-doppia-bagno (0-0)#camera-doppia-bagno-2 (0-0),,,,,
3204,2015,10157,LE QUATTRO SORELLE,Bed & breakfast,,2,2,4,VIA VECCHIA PER MAGLIE  s.n.,,73020,75073,SCORRANO,Lecce,,,0836/949805,,,rvilei@libero.it,01/06/2015-31/08/2015,Reception 24h-Deposito bagagli-Cucina in uso comune-Bagno privato-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Angolo cottura,camera-doppia (25-35)#camera-doppia-bagno-persona (25-35)#camera-doppia (25-35)#camera-doppia-bagno-persona (25-35),camera-doppia (25-35)#camera-doppia-bagno-persona (25-35)#camera-doppia (25-35)#camera-doppia-bagno-persona (25-35),,,,,
3205,2015,15622,LE QUATTRO STAGIONI,Bed & breakfast,,2,1,5,V.LE LUIGI PINTO  47,,71121,71024,FOGGIA,Foggia,41.4586391,15.52940579999995,3805820228,,www.lequattrostagionibb.altervista.org,lequattrostagionibb@altervista.org,01/09/2015-31/12/2015,Cucina in uso comune-Sala Tv,Tv-Riscaldamento,camera-doppia (50-60)#camera-tripla (50-75)#doppia-uso-singola (50-50),camera-doppia (0-0)#camera-tripla (0-0),,,,,
3206,2015,319,LE QUERCE,Alberghi,1 stella,13,14,25,S.S. 90 KM 54  -,,71027,71035,ORSARA DI PUGLIA,Foggia,,,0881961256    0881961844,,,le_querce@virgilio.it,01/01/2015-31/12/2015,Ristorante-Bar-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Riscaldamento,camera-doppia-bagno (65-65)#camera-singola-bagno (40-40)#mezza-pensione-bagno (40-40)#pasto-cena (23-23)#pasto-colazione (5-5)#pasto-pranzo (23-23)#pensione-completa-bagno (60-60),camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0),,,,,
3207,2015,11475,LE QUERCE DI MAMRE,Alloggi agrituristici,,8,8,16,LOC.POSTA D'INNANZI  S.N.,,71014,71047,SAN MARCO IN LAMIS,Foggia,,,0884-588556,0884588556,www.lequercedimamre.com,info@lequercedimamre.com,01/01/2015-31/12/2015,Ristorante-Parcheggio Coperto / Scoperto-Baby sitting-Camere / struttura per ospiti disabili-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento,camera-doppia-bagno (90-90)#mezza-pensione-bagno (75-75)#pensione-completa-bagno (105-105)#supplemento-cambio-biancheria (15-15)#supplemento-posto-letto-agg (25-30),camera-doppia-bagno (80-80)#mezza-pensione-bagno (70-70)#pensione-completa-bagno (100-100),http://www.agenziapugliapromozione.it/portal/documents/ddl/864044/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/864044/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/864044/fileFoto3,,
3208,2015,14901,LE RESIDENZE DI VIA LO RE,Bed & breakfast,,3,3,9,VIA ANTONIO LO RE  10,FOGGIA,71121,71024,FOGGIA,Foggia,,,,,,,01/01/2015-31/12/2015,Ascensore-Bagno privato,Aria condizionata indipendente-Angolo cottura,camera-tripla-bagno-persona (70-100)#doppia-uso-singola (70-100),camera-tripla-bagno-persona (0-0)#doppia-uso-singola (0-0),,,,,
3209,2015,8137,LE ROSE,Bed & breakfast,,3,3,6,VIA G. VERDI  12,Vignacastrisi,73030,75056,ORTELLE,Lecce,40.016777,18.406949899999972,3202370334,,www.salentoallerose.com,info@salentoallerose.com,01/01/2015-15/01/2015#01/04/2015-31/10/2015#01/12/2015-31/12/2015,Reception 24h-Camere fumatori-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Riscaldamento,camera-doppia-bagno (30-70)#camera-doppia-bagno-persona (15-35),camera-doppia-bagno (0-0)#camera-doppia-bagno-persona (0-0),,,,,
3210,2015,11767,LE ROSE DI ANNA,Bed & breakfast,,4,4,10,VIA C. ROCCI CERASOLI  44,,73014,75031,GALLIPOLI,Lecce,,,,,,info@lerosedianna.it,01/01/2015-10/01/2015#15/03/2015-03/11/2015#06/12/2015-31/12/2015,Reception 24h-Camere fumatori-Ascensore-Deposito bagagli-Cucina in uso comune-Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (45-120)#camera-singola (23-48)#camera-tripla-bagno (60-180)#doppia-uso-singola (23-48),camera-doppia-bagno (45-120)#camera-singola (23-48)#camera-tripla-bagno (60-180)#doppia-uso-singola (0-0),,,,,
3211,2015,13988,LE SALINE,Bed & breakfast,,2,1,6,VIA LAGO DI LESINA  5,,74121,73027,TARANTO,Taranto,40.45655682940388,17.265913954036705,0999943746,0999870525,,info@beblesaline.it,01/01/2015-01/02/2015#02/02/2015-11/02/2015#02/03/2015-14/03/2015#31/03/2015-10/04/2015#27/04/2015-16/05/2015#01/06/2015-03/10/2015#19/10/2015-24/10/2015#09/11/2015-31/12/2015,Ascensore-Deposito bagagli-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Tv satellitare-Frigobar-Telefono,camera-doppia-persona (20-60)#camera-singola-persona (20-60)#camera-tripla-persona (20-60),camera-doppia-persona (0-0)#camera-singola-persona (0-0)#camera-tripla-persona (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/919238/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/919238/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/919238/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/919238/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/919238/fileFoto5
3212,2015,13107,LE SALINELLE B&B,Bed & breakfast,,2,2,5,VIA IPPOLITO  4,,76016,110005,MARGHERITA DI SAVOIA,Barletta-Andria-Trani,41.378622,16.145643000000064,3337832300,,,info@frontinosresidence.com,06/04/2015-31/12/2015,Deposito bagagli-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Frigobar,,,,,,,
3213,2015,2501,LE SCHIAVELLE,Bed & breakfast,,2,2,6,,,,75083,SURBO,Lecce,,,0832-364047,,,leschiavelle@libero.it,,,,,,,,,,
3214,2015,13558,LE SETE,Bed & breakfast,,2,2,4,,,,72006,BARI,Bari,,,3493615258,,www.lesete.altervista.org,LESETE.BEB@GMAIL.COM,,,,,,,,,,
3215,2015,7260,LE SETTE CIMINIERE,Bed & breakfast,,3,2,6,VIA CORTE PREZIOSA  28,,76011,110003,BISCEGLIE,Barletta-Andria-Trani,,,0803957244,,www.le7ciminiere.it,info@le7ciminiere.it,01/03/2015-25/11/2015,Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Riscaldamento,camera-doppia-bagno-persona (20-30)#camera-doppia-persona (20-30),camera-doppia-bagno-persona (0-0)#camera-doppia-persona (0-0),,,,,
3216,2015,11854,LE SIRENE,Bed & breakfast,,1,1,4,VIA CARDINALE CIASCA  68,,70044,72035,POLIGNANO A MARE,Bari,,,080 4240564,,,,06/04/2015-31/12/2015,Deposito bagagli-Cucina in uso comune-Bagno privato-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,camera-quadrupla-persona (35-40)#doppia-uso-singola (40-50),camera-quadrupla-persona (30-30),,,,,
3217,2015,5407,LE SITE,Alloggi agrituristici,,6,6,12,VIA VECCHIA MAGLIE  s.n.,,73022,75023,CORIGLIANO D'OTRANTO,Lecce,,,0836320886,,www.agriturismolesite.it,info@agriturismolesite.it,01/01/2015-31/12/2015,Ristorante-Bar-Punto ristoro-Deposito bagagli-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (30-90)#camera-tripla-bagno (70-120)#ua-bilocale-sett (700-910),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0)#ua-bilocale-sett (0-0),,,,,
3218,2015,8245,LE SITE,Bed & breakfast,,2,2,4,CORTE DEI PANDOLFI  1,Le,73100,75035,LECCE,Lecce,,,,,www.bblesite-lecce.com,federico_fasci@libero.it,,Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti,Tv satellitare-Frigobar-Riscaldamento,,,,,,,
3219,2015,13376,LE SORELLE,Bed & breakfast,,1,1,3,VIA OBERDAN  96,,73100,75035,LECCE,Lecce,,,,,,chiaratorricelli@hotmail.com,01/01/2015-01/02/2015#01/03/2015-30/09/2015#01/12/2015-31/12/2015,Ascensore-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Insonorizzazione-Angolo cottura,camera-tripla-bagno-persona (90-120)#doppia-uso-singola (40-60),camera-tripla-bagno-persona (0-0),,,,,
3220,2015,11463,LE STAGIONI,Bed & breakfast,,1,1,3,VIALE CEDRO  11,,76123,110001,ANDRIA,Barletta-Andria-Trani,,,,,,beblestagioni@libero.it,01/04/2015-30/09/2015,Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento,camera-tripla-persona (30-30),camera-tripla-persona (30-30),,,,,
3221,2015,7418,LE STANZE DEL CONSOLE DI GIAMMARRUSTI LUIGI,Bed & breakfast,,6,6,10,VIA FONTANA LA STELLA  11,,70024,72023,GRAVINA IN PUGLIA,Bari,,,080 3266992,0803266992,www.lestanzedelconsole.it,info@lestanzedelconsole.it,07/04/2015-31/12/2015,Ascensore-Deposito bagagli-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (40-100)#camera-singola-bagno (20-50),camera-doppia-bagno (40-100)#camera-singola-bagno (20-50),http://www.agenziapugliapromozione.it/portal/documents/ddl/280441/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/280441/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/280441/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/280441/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/280441/fileFoto5
3222,2015,13821,LE STANZE DEL POETA,Bed & breakfast,,2,2,4,VIA ANDREA VIGNES  2,,73100,75035,LECCE,Lecce,,,0832-631851,,,lestanzedelpoetalecce@gmail.com,01/01/2015-06/01/2015#27/03/2015-08/11/2015#25/11/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Angolo cottura,camera-doppia-bagno (50-80),camera-doppia-bagno (0-0),,,,,
3223,2015,15427,LE STANZE DEL PRIORE,Case e appartamenti vacanza,,1,1,0,VIA SC.198 C.DA SANT'ELIA  21,,70010,72025,LOCOROTONDO,Bari,,,3315981613,,,angelokidor@gmail.com,01/01/2015-31/12/2015,Cucina in uso comune-Bagno privato-Sala lettura-Parco / Giardino,Riscaldamento centralizzato,supplemento-cambio-biancheria (3-5)#supplemento-pulizia-plurilocale (20-25)#ua-plurilocale-due-sett (15-30)#ua-plurilocale-mese (15-30)#ua-plurilocale-sett (15-30),ua-plurilocale-due-sett (15-30)#ua-plurilocale-mese (15-30)#ua-plurilocale-sett (15-30),,,,,
3224,2015,13617,LE STANZE DI CORTE IN FIORE,Affittacamere,,6,6,12,VIA OGNISSANTI  (ANG.VICO TEMPLARI)  18,,76125,110009,TRANI,Barletta-Andria-Trani,,,3459031003,,www.corteinfiore.it,info@corteinfiore.it,01/01/2015-31/12/2015,Deposito bagagli-Bagno privato-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia-bagno (100-140)#camera-singola-bagno (80-100)#camera-tripla-bagno (130-160)#supplemento-posto-letto-agg (20-30),camera-doppia-bagno (90-120)#camera-singola-bagno (70-80)#camera-tripla-bagno (110-130),http://www.agenziapugliapromozione.it/portal/documents/ddl/351742/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/351742/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/351742/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/351742/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/351742/fileFoto5
3225,2015,15817,LE STANZE DI FINYA,Affittacamere,,3,3,8,VIA FONDOVICO  25,,70024,72023,GRAVINA IN PUGLIA,Bari,40.81691,16.414044999999987,3450392266,0803254500,www.lestanzedifinya.it,info@lestanzedifinya.it,01/01/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Insonorizzazione-Frigobar-Riscaldamento-Telefono-Angolo cottura,camera-doppia-bagno (70-80)#camera-quadrupla-bagno (115-120),camera-doppia-bagno (60-65)#camera-quadrupla-bagno (100-110),http://www.agenziapugliapromozione.it/portal/documents/ddl/1613329/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1613329/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1613329/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1613329/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1613329/fileFoto5
3226,2015,15647,LE STANZE DI GEA,Affittacamere,,2,2,5,C.SO VITTORIO EMANUELE  69,,74025,73007,GINOSA,Taranto,,,3331496207,,,wandagal@libero.it,01/01/2015-31/12/2015,Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento indipendente-Tv,camera-doppia-bagno (60-60)#camera-tripla-bagno (80-80)#camera-doppia-bagno (60-60)#camera-tripla-bagno (80-80),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0)#camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0),,,,,
3227,2015,13447,LE STANZE DI SANTO,Bed & breakfast,,4,2,10,,,,75088,TRICASE,Lecce,,,,,www.lestanzedisanto,prenota@lestanzedisanto.it,,,,,,,,,,
3228,2015,13093,LE STANZETTE,Bed & breakfast,,1,1,3,VIA CARMINE   72,,72023,74010,MESAGNE,Brindisi,,,0831/778256,,,francymorleo@yahoo.it,01/01/2015-24/01/2015#01/04/2015-31/10/2015#01/12/2015-31/12/2015,Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,,,,,,,
3229,2015,7329,LE STEFANIE,Bed & breakfast,,2,1,4,,,,75084,TAURISANO,Lecce,,,0833-622806,,www.lestefanie.it,lestefanie@hotmail.it,,,,,,,,,,
3230,2015,12646,LE STELLE DI MARI',Bed & breakfast,,1,1,4,VIA CONTE DI TORINO  32/a,,73048,75052,NARDO',Lecce,,,3338504828,,www.lestelledimari.it,lestelledimari@libero.it,,Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,,,,,,,
3231,2015,15746,LE SUITE DEL DORMIGLIONE,Affittacamere,,5,5,14,VIA DISANSEBASTIANO  13,,73014,75031,GALLIPOLI,Lecce,40.056323,17.98773499999993,3397515553,,www.lesuitedeldormiglione.it,info@lesuitedeldormiglione.it,01/01/2015-31/12/2015,Cassaforte / cassette di sicurezza-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Riscaldamento,camera-doppia-bagno (50-200)#camera-quadrupla-bagno (150-400)#camera-tripla-bagno (130-300),camera-doppia-bagno (35-100)#camera-quadrupla-bagno (80-200)#camera-tripla-bagno (50-150),http://www.agenziapugliapromozione.it/portal/documents/ddl/1555242/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1555242/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1555242/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1555242/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1555242/fileFoto5
